2021-04-20 11:01:19,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:01:53,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:07:06,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:07:09,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:07:11,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:07:13,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:07:17,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:34:06,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:40:37,eng,stanza,spacy,udpipe,trankit
2021-04-20 11:44:38,eng,stanza,spacy,udpipe,trankit
2021-04-21 22:49:50,eng,stanza,spacy,udpipe,trankit
2021-04-21 22:49:53,eng,stanza,spacy,udpipe,trankit
2021-04-21 22:49:57,eng,stanza,spacy,udpipe,trankit
2021-04-21 22:50:00,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:05:12,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:05:50,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:08,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:08,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:09,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:09,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:09,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:09,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:09,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:09,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:10,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:10,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:06:10,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:12:55,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:12:55,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:12:55,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:12:55,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:17,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:17,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:18,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:18,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:19,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:27,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:28,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:28,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:28,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:28,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:31,eng,stanza,spacy,udpipe,trankit
2021-04-21 23:16:31,eng,stanza,spacy,udpipe,trankit
2021-05-26 10:08:10,eng,stanza,spacy,udpipe,trankit
2021-05-29 14:02:01,eng,stanza,spacy,udpipe,trankit
